businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
Temazcal,,300 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2019-04-08 14:25:24.403+00,,,,
Temazcal Cantina,,250 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2016-08-10 14:02:14.9+00,6174393502,342824,42.3489360217995,-71.03840030091274
Tenderonis,,100 High,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2019-10-17 18:19:31.53+00,6174526262,342934,42.354465446258,-71.05529865229609
Tenoch Mexican,,3 Lewis,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2013-10-31 12:52:33+00,6176698638,263801,42.36328000035848,-71.05188000164372
Ten One Tea House,,1325 Boylston,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2022-01-19 17:35:42.47+00,4014804787,18092,42.34437822478417,-71.09923458931928
Ten One Tea House,,279 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2017-12-12 19:20:19.817+00,4019997262,101491,42.34938000036875,-71.08401400134163
Ten Second Noodles,,417 Cambridge,Allston,MA,02134,Active,FS,Eating & Drinking,2020-07-17 15:34:49.617+00,6173472979,25121,42.35512300049573,-71.13406200067374
Ten Second Noodles,,60 Beach,Boston,MA,02111,Active,FS,Eating & Drinking,2021-04-30 13:31:32.203+00,7818882119,351819,42.35140999998186,-71.06013000075632
TEN TABLES,,597 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2006-12-07 18:35:40+00,5248810,28129,42.31489999950725,-71.11427000136781
Tepeyac Cocina Mexicana,,1244 Washington,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,2023-11-02 15:20:24.39+00,7813463304,370984,42.34243000002749,-71.06723000068119
Teriyaki House,,32 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:54+00,6175135701,157330,42.34272600317961,-71.056371153881
TERRAMIA RISTORANTE,,98 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:35:10+00,7818213651,121955,42.36405401969191,-71.05573361889128
Terra Restaurant,,800 Boylston,Boston,MA,02199,Active,FS,Eating & Drinking,2016-03-16 15:01:20.12+00,,157244,42.34729680482496,-71.0814574594804
Tex Mex Eats - Lower Level,,32 Cambridge,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2022-11-21 19:44:00.54+00,,25110,42.383569999309664,-71.0743500017016
Tezcanlar  Inc,Thornton's Restaurant,150 Huntington,Boston,MA,02115,Active,FS,Eating & Drinking,2019-08-09 19:19:57.713+00,,365649,42.344909999677945,-71.0817900008921
TGI Fridays,,1625 Tremont,Roxbury,MA,02120,Active,FS,Eating & Drinking,2024-12-10 19:42:35.84+00,6177341047,137283,42.33391999965609,-71.10354000153066
THAI BASIL,,132 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:35:22+00,6175780089,101341,42.35092000008556,-71.07668000111067
THAI DISH RESTAURANT,,270 Babcock,Boston,MA,02134,Active,FS,Eating & Drinking,2015-12-29 13:38:23.77+00,7817560671,161758,42.35266133857656,-71.12183708023385
Thai North Restaurant,,433 Faneuil,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2013-03-08 18:21:53+00,8579193084,156227,42.35122633880752,-71.16846130960647
Thai Oishi,,203 Adams,Dorchester,MA,02122,Active,FS,Eating & Drinking,2022-03-10 16:45:03.57+00,6172822878,156222,42.3018809143119,-71.06020977259713
Thai Place Restaurant,,184 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2011-11-10 18:50:26+00,,157283,42.353022734010565,-71.13372107257678
Thai Spice,,1745 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2013-01-15 19:57:10+00,6174690002,156249,42.287454370079104,-71.15024989463748
Thaitation,,129 Jersey,Boston,MA,02215,Active,FS,Eating & Drinking,2009-01-21 20:51:58+00,6175859909,158053,42.34232659991837,-71.09695162892903
That Fat Duck,,32 Cambridge,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2025-10-09 19:25:34.973+00,5414109818,25110,42.383569999309664,-71.0743500017016
Thazia,,21 Dry Dock,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2021-12-14 19:33:02.333+00,,164542,42.344239512372,-71.03113360993106
The Allandale Grill - 4th Fl.,,44 Allandale,Roslindale,MA,02467,Active,FS,Eating & Drinking,2024-03-21 14:27:19.767+00,6175220043,397856,42.30012000012234,-71.13059000131649
The Alley Bar,,275 Washington,Boston,MA,02108,Active,FS,Eating & Drinking,2013-12-11 20:37:43+00,6172631449,157049,42.357702645692086,-71.05831710623391
The Anchor,,36 First,Charlestown,MA,02129,Active,FS,Eating & Drinking,2020-07-07 14:38:41.083+00,6172862404,156731,42.374916469473845,-71.05399179794158
The Atrium Cafe@Brigham & Womens Faulkner Hosp.,,1153 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2007-07-24 14:56:27+00,6179837265,,,
The Avenue Bar & Grill,,1249 Commonwealth,Allston,MA,02134,Active,FS,Eating & Drinking,2012-06-29 13:24:24+00,6179033110,37133,42.350209999949264,-71.13215000110426
The Avenue Grille,,856 Dorchester,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2018-10-24 15:09:10.36+00,6172888000,156742,42.3215423376293,-71.05658987930542
The Backstage Cafe @Emerson,,2 Boylston,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2018-06-05 18:57:40.853+00,7043284375,18639,42.352044843678925,-71.0661176369821
The Bagel Table,,80 Guest,Brighton,MA,02135,Active,FS,Eating & Drinking,2019-07-24 15:43:29.63+00,,422351,42.35697046903908,-71.14408598594866
The Banks Seafood & Steak,,406 Stuart,Boston,MA,02116,Active,FS,Eating & Drinking,2021-04-26 13:30:25.68+00,7813077730,354491,42.348871001635615,-71.07378899411769
THE BANSHEE,,934 DORCHESTER ,DORCHESTER,MA,02125,Active,FS,Eating & Drinking,2006-12-07 18:34:57+00,6174369747,,42.318962440258645,-71.05647853463388
THE BARKING CRAB,,88 Sleeper,Boston,MA,02210,Active,FS,Eating & Drinking,2006-12-07 18:34:41+00,6174262722,128154,42.35389499947377,-71.04857600158121
The Baupost Group/Cafe Services,,10 ST JAMES,BOSTON,MA,02116,Active,FS,Eating & Drinking,2014-04-17 18:40:30+00,6172108300,,42.350390000004666,-71.07087000122388
The Bebop,,1116 Boylston,Boston,MA,02115,Active,FS,Eating & Drinking,2016-12-08 20:19:50.847+00,6178218203,351728,42.34679000004263,-71.08871000142467
The Beehive,,537 Tremont,Boston,MA,02116,Active,FS,Eating & Drinking,2007-05-11 18:50:08+00,6174230069,137617,42.34444111230883,-71.07125027296739
THE BELVEDERE CONDOMINIUM,,100 Belvidere,Boston,MA,02199,Active,FS,Eating & Drinking,2006-12-07 18:35:38+00,6172927618,14317,42.34603899993484,-71.08223700208117
The Berkeley,,154 Berkeley,Boston,MA,02116,Active,FS,Eating & Drinking,2022-08-23 12:28:42.363+00,6175323600,162048,42.34915857238625,-71.07243182150172
The Berry Twist,,200 Faneuil Hall Marketplace,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2024-11-22 17:50:02.767+00,,156093,42.36019981607993,-71.05479820374326
The Best Sausage Co.  Inc.,,78 BROOKLINE ,BOSTON,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:35:09+00,6174484473,,42.34639512669829,-71.09903055713875
The Bittersweet Shoppe on Newbury,,257 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2020-05-21 14:16:40.763+00,8572770151,367170,42.34966000019893,-71.08314000066959
The Bostonian Boston - A Millennium Hotel,,20 North,Boston,MA,02108,Active,FS,Eating & Drinking,2006-12-07 18:34:04+00,6175233600,103543,42.36069099971517,-71.05634600142307
THE BOSTON ICE CREAM FACTORY,,777 William T Morrissey,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:18+00,6174362189,156414,42.294809895236064,-71.04833864554867
The Bosworth,,90 Tremont,Boston,MA,02108,Active,FS,Eating & Drinking,2023-01-17 17:27:18.98+00,6177725800,157247,42.35739104612865,-71.06081247946469
The Bowery,,2261 Dorchester,Dorchester,MA,02124,Active,FS,Eating & Drinking,2018-06-22 16:05:00.747+00,6176982261,351628,42.27316999941528,-71.06801000171613
The Broadway Restaurant,,732 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2017-03-06 15:23:57.63+00,6177761900,155916,42.33586786011481,-71.03605105753377
The Bullpen,,19 Jersey,Boston,MA,02215,Active,FS,Eating & Drinking,2006-12-07 18:33:55+00,6172470924,153276,42.34611000042621,-71.09884000160447
THE CAFE ON NEW CHARDON ST.,,25 New Chardon,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:17+00,7818609426,101077,42.36210999930024,-71.06174000047913
THE CATERED AFFAIR @ BOS. PUBLIC LIBRARY(T.O.),,700 Boylston,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2009-05-01 12:53:05+00,7819829333,156199,42.349231021236314,-71.0786586590845
The Causeway,,65 Causeway,Boston,MA,02114,Active,FS,Eating & Drinking,2013-04-30 16:39:20+00,6178581880,340675,42.36444407623064,-71.06267614467363
THE CHARLES PLAYHOUSE,,74 Warrenton,Boston,MA,02116,Active,FS,Eating & Drinking,2007-03-01 00:40:13+00,6178241921,155909,42.34995292267883,-71.06616832757877
The Cheesecake Factory,,115 Huntington,Boston,MA,02199,Active,FS,Eating & Drinking,2006-12-07 18:35:33+00,6173997777,351940,42.34685999963089,-71.08089000088283
The Chemist,,218 Congress,Boston,MA,02110,Active,FS,Eating & Drinking,2023-09-29 13:02:56.413+00,,42092,42.35449000012255,-71.05422000103133
The Circle Pizza & Tavern,,354 Chestnut Hill,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2018-12-27 19:16:29.533+00,6179048482,163348,42.33688938052436,-71.15150452932527
The Corner Pub of Chinatown,,162 Lincoln,Boston,MA,02111,Active,FS,Eating & Drinking,2008-06-26 15:17:40+00,6175427080,86076,42.35077414633531,-71.05837495181578
The Corner Restaurant,,156 Bunker Hill,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2017-12-12 15:19:27.623+00,6172425494,162705,42.37826603531185,-71.06088870047151
The Corner Tavern,,421 Marlborough,Boston,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:34:34+00,6172546633,91385,42.35013767465737,-71.08937506565992
The Daily Catch,,331 Hanover,Boston,MA,02113,Active,FT,Eating & Drinking w/ Take Out,2025-03-11 15:04:35.783+00,6173158121,69110,42.36419999987978,-71.05382000079965
The Daily Catch,,65 Atlantic,Boston,MA,02110,Active,FS,Eating & Drinking,2020-06-15 18:52:17.42+00,6177724400,358276,42.36292000041289,-71.05126000080661
The Delux Cafe,,100 Chandler,Boston,MA,02116,Active,FS,Eating & Drinking,2014-03-03 16:25:34+00,6173385258,28615,42.34626000047607,-71.07288000150218
The Dot Tavern,,840 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,2023-03-17 18:58:03.593+00,6175506820,48750,42.32215899996675,-71.05660100207855
The Draft Bar & Grill,,32 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,2007-11-05 20:32:34+00,7818910727,70389,42.35487299930977,-71.13234800064964
The Dubliner,,2 Center,Boston,MA,02114,Active,FS,Eating & Drinking,2022-04-28 15:47:38.557+00,,154960,42.35979967493034,-71.06020106578822
THE ELEPHANT WALK,,1415 Washington,Roxbury,MA,02118,Active,FS,Eating & Drinking,2014-10-30 12:26:48.877+00,6172471500,161051,42.34122682908857,-71.070530874449
The Fed,,250 Franklin,Boston,MA,02110,Active,FS,Eating & Drinking,2021-04-28 15:29:32.31+00,6174511900,157806,42.35663048708329,-71.05427945054649
The Flamingo,,266 Commercial,Boston,MA,02109,Active,FS,Eating & Drinking,2022-05-26 14:36:55.76+00,,36258,42.364319999940925,-71.05135000121321
The Fourth Wall,,228 Tremont,Boston,MA,02116,Active,FS,Eating & Drinking,2019-01-10 16:26:03.293+00,8579570909,137460,42.351345999680156,-71.06458400129026
The Frenchman's Goods (Lower),,32 Cambridge,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2022-10-11 15:36:46.313+00,,25110,42.383569999309664,-71.0743500017016
The Friendly Toast,,35 Stanhope,Boston,MA,02116,Active,FS,Eating & Drinking,2015-12-11 16:11:14.077+00,6179019990,130167,42.348524298135395,-71.0732515100183
The Fusion,,686 Morton,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:08+00,6174369458,158008,42.28473999989685,-71.09209000160361
THE GALLEY DINER,,11 P STREET,SOUTH BOSTON,MA,02127,Active,FS,Eating & Drinking,2006-12-07 18:34:39+00,6175495549,,42.33780816954249,-71.02734855382914
The Godfrey Hotel Boston,,505 Washington,Boston,MA,02111,Active,FS,Eating & Drinking,2015-10-08 13:07:44.28+00,6176342959,350866,42.354662028688345,-71.06168472997265
The Greatest Bar,The Next Place LLC,262 Friend,Boston,MA,02114,Active,FS,Eating & Drinking,2009-02-26 18:26:09+00,6173670544,156272,42.3645333670508,-71.06139118680477
The Greek Gyro,,84 Peterborough,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2024-11-20 17:57:47.63+00,7813253577,168718,42.343077111885144,-71.09911010660659
The Halal Guys,,1260 Boylston,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2024-03-19 16:22:49.173+00,,348053,42.344890235705535,-71.09602570965198
The Halal Guys,,137 Stuart,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2017-06-22 17:22:00.983+00,6462033383,368373,42.35137000026832,-71.06613000139077
The Halal Guys,,241 Washington,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2024-06-11 13:46:35.813+00,,356639,42.35806000022152,-71.05817000133013
The Halal Guys,,4 Lucy,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2023-01-09 15:19:57.433+00,,420663,42.32463638965348,-71.06208476963702
The Halal Shack,,775 Commonwealth,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2023-08-02 13:11:14.287+00,5182098776,157395,42.35074376505768,-71.1090381125807
THE HARP,,85 Causeway,Boston,MA,02114,Active,FS,Eating & Drinking,2006-12-07 18:34:27+00,7421010,158179,42.364615191427795,-71.06238285907902
The Haven at the Brewery,,284 Amory,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2022-06-07 15:50:30.41+00,6176349184,157287,42.31459333981942,-71.10381561442743
THE HILL TAVERN,,228 Cambridge,Boston,MA,02114,Active,FS,Eating & Drinking,2006-12-07 18:34:49+00,,158062,42.36098583922337,-71.06661067097204
The Hopewell Bar & Kitchen,,1277 Commonwealth,Allston,MA,02134,Active,FS,Eating & Drinking,2012-08-31 13:58:44+00,6172088534,37258,42.34981999931488,-71.13342000165389
THE HUB PUB,,18 Province,Boston,MA,02108,Active,FS,Eating & Drinking,2006-12-07 18:34:51+00,6172278952,157431,42.35725461096636,-71.05958063088868
The Hummus Shop Beacon Hill,,37 Charles,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2024-08-26 15:16:12.71+00,8607946687,29153,42.35730400057077,-71.06978800195435
The Ice Creamsmith,,2295 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2014-01-29 18:29:39+00,6172968567,156432,42.27241187688084,-71.06821796502982
THE IMPROV ASYLUM,,216 Hanover,BOSTON,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:34:59+00,6172631221,,42.36303000001194,-71.05551000123393
The Inn @ St. Botolph,,99 Saint Botolph,Boston,MA,02116,Active,FS,Eating & Drinking,2008-09-23 14:01:43+00,6172661168,120944,42.34500900046718,-71.08089300025574
The Irving @ The Lenox,,61 Exeter,Boston,MA,02199,Active,FS,Eating & Drinking,2024-10-01 13:33:13.52+00,6175365300,165133,42.349129917343994,-71.07961839442282
The Joint,,605 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2019-02-21 16:54:05.26+00,,157831,42.314780384025084,-71.11427902618517
The Juicery,,58 Salem,Boston,MA,02113,Active,FT,Eating & Drinking w/ Take Out,2018-01-16 16:13:38.103+00,6179364010,360941,42.36328999984333,-71.05618000074449
The Juicery,,700 Commonwealth,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2022-07-05 15:22:05.697+00,6172955990,41232,42.34936000014419,-71.10402000155638
The Kenmore,,476 Commonwealth,Boston,MA,02215,Active,FS,Eating & Drinking,2020-02-13 19:44:41.5+00,6172666662,40988,42.34853999997407,-71.09385000072638
The Koji Club,,525 Western,Brighton,MA,02135,Active,FS,Eating & Drinking,2021-11-01 18:30:01.943+00,,148220,42.36174899392653,-71.1451990845174
The Landing,,6 Long,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:16+00,6172274321,158098,42.360207949664,-71.05076263865621
The Langham Club,,250 Franklin,Boston,MA,02110,Active,FS,Eating & Drinking,2021-04-28 15:28:08.08+00,6174511900,157806,42.35663048708329,-71.05427945054649
The Langham Hotel/Grana,,250 Franklin,Boston,MA,02110,Active,FS,Eating & Drinking,2021-04-28 15:21:29.197+00,6174511900,157806,42.35663048708329,-71.05427945054649
The Lansdowne,,9 Lansdowne,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:28+00,6175232727,155839,42.34734171911089,-71.09508115150416
THE LAST DROP,,596 WASHINGTON,BRIGHTON,MA,02135,Active,FS,Eating & Drinking,2006-12-07 18:34:23+00,6172546633,,,
The Liberty Hotel,,215 Charles,Boston,MA,02114,Active,FS,Eating & Drinking,2013-12-13 19:50:28+00,6172244000,160740,42.362030354140245,-71.07036209744672
The Longwood Grille & Bar,,342 Longwood,Boston,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:34:50+00,6177314700,157428,42.33821630098472,-71.10656119613984
THE MASTER MCGRATH,,1152 River,Hyde Park,MA,02136,Active,FS,Eating & Drinking,2006-12-07 18:36:29+00,6173618011,116331,42.25646999966057,-71.12031000171612
The Merchant,,60 Franklin,Boston,MA,02110,Active,FS,Eating & Drinking,2013-05-01 14:08:34+00,6176975215,60684,42.35576999941855,-71.05838000098066
The Mix,,555 Talbot,Dorchester,MA,02124,Active,FS,Eating & Drinking,2024-02-12 16:55:30.957+00,6172916514,156895,42.286009519639514,-71.06456583868201
The Monkey Bar,,200 Faneuil Hall Market,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2024-12-09 17:28:13.207+00,,,,
The Munchie Station,,990 Dorchester,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2024-05-20 17:24:38.89+00,6175144675,164428,42.31674428253736,-71.05653651830308
The Nautilus,,300 Pier 4,Boston,MA,02210,Active,FS,Eating & Drinking,2019-09-27 19:50:56.187+00,5082726454,419459,42.35257993268984,-71.0422864103604
The Newbury- Banquet & Room Service 2nd Floor,,15 Arlington,Boston,MA,02116,Active,FS,Eating & Drinking,2019-11-12 13:47:16.103+00,6173384400,4827,42.35282999954591,-71.07160000160395
The Newbury Street Bar,,15 Arlington,Boston,MA,02116,Active,FS,Eating & Drinking,2019-11-12 13:49:58.627+00,6173384400,4827,42.35282999954591,-71.07160000160395
The Newman School,,300 Newbury,Boston,MA,02115,Active,FS,Eating & Drinking,2025-07-29 14:18:13.257+00,,437456,42.34872000037501,-71.08494000115357
The Oceanaire Seafood Room,,40 Court,Boston,MA,02108,Active,FS,Eating & Drinking,2007-09-13 14:14:22+00,6122369628,43809,42.35906475368474,-71.05932596512726
The Olive Garden Italian Restaurant # 1674,,1118 Massachusetts,Dorchester,MA,02125,Active,FS,Eating & Drinking,2007-06-04 15:12:05+00,6179891371,172432,42.32630205480444,-71.06527117787104
THEO'S COZY CORNER RESTAURANT,,162 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2007-04-12 14:41:58+00,6172410202,121800,42.36608300020839,-71.05510800100929
The Oyster Bar,,200 Faneuil Hall Marketplace,Boston,MA,02109,Active,FS,Eating & Drinking,2022-05-19 14:50:39.787+00,6175902206,156093,42.36019981607993,-71.05479820374326
The Paramount,,667 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2011-06-07 18:33:20+00,6175044199,21114,42.33541999949305,-71.03786000046182
The Pearl Boston Landing,,67 Guest,Brighton,MA,02135,Active,FS,Eating & Drinking,2024-09-05 17:09:34.97+00,6175100267,437714,42.356352098210735,-71.144848708501
The Pearl Seafood Grill & Raw Bar,,20 District,Dorchester,MA,02125,Active,FS,Eating & Drinking,2019-12-09 13:49:26.36+00,6172888810,423052,42.325292660182996,-71.06266054674279
The Pine Bar,,100 Hanover,Boston,MA,02108,Active,FS,Eating & Drinking,2022-06-07 19:39:40.17+00,,355634,42.36222403255521,-71.05753575641967
The Playwright,,654 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2023-08-17 18:05:54.643+00,6175359299,446361,42.33574876960844,-71.03813441213794
THE POINT,,145 Hanover,Boston,MA,02108,Active,FS,Eating & Drinking,2006-12-07 18:35:16+00,5237020,69055,42.36167999933776,-71.05704000144713
The Popover Lady,,100 Hanover,Boston,MA,02108,Active,FT,Eating & Drinking w/ Take Out,2016-01-13 15:07:09.713+00,6179734909,355634,42.36222403255521,-71.05753575641967
The Porter Cafe,,1723 Centre,West Roxbury,MA,02132,Active,FS,Eating & Drinking,2011-01-28 14:39:23+00,,27707,42.287380000065696,-71.14920000075017
The Q,,640 Washington,Boston,MA,02111,Active,FS,Eating & Drinking,2010-01-22 16:08:40+00,6268077739,145744,42.35198000071,-71.06210600135061
