businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
Jones Day 21st Floor,,100 High,Boston,MA,02110,Active,FS,Eating & Drinking,2020-01-02 17:59:27.35+00,6179603939,342934,42.354465446258,-71.05529865229609
Joseph's Pizza & Sub Shop,,1200 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:38+00,6172980065,156568,42.28344577733234,-71.09139870300409
Joseph's Pizzeria,,8 Huntington,Mission Hill,MA,02130,Active,FS,Eating & Drinking,2018-01-02 13:26:03.553+00,6177319880,156493,42.331748407477015,-71.11176208475916
J. Pace & Son Uptown,,225 Northern,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2009-03-18 13:37:16+00,7812319599,103889,42.34853737168443,-71.0387329923863
J-Pizzle Kitchen,,536 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2018-08-08 17:18:17.15+00,6175247575,28098,42.316860000073646,-71.11327000185834
J.P. LICKS,,173 Newbury,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2018-04-03 15:33:15.103+00,6175242020,101379,42.35071999982103,-71.07921000117265
J.P. LICKS AT W.R.  INC.,,661 V F W ,WEST ROXBURY,MA,02467,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:26+00,6175242020,,,
J.P. Licks @ Boylston St.,,1106 Boylston,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2012-09-14 14:23:00+00,6175242020,17997,42.346828000144384,-71.0885700008115
J.P. Licks @ Charles Street,,144 Charles,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2012-02-16 15:58:18+00,6175242020,29126,42.359980000680245,-71.07100000113046
J.P. LICKS INC.,,659 Centre,Jamaica Plain,MA,02130,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:05+00,6175242020,156020,42.31286484367275,-71.11442408152661
J.P. Licks @ Southbay,,20 District,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2017-12-12 15:59:52.423+00,6175240699,420662,42.32531436705742,-71.06273101728776
J.P. Licks @ West Broadway,,397 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2018-04-03 15:43:50.913+00,6175242020,21479,42.33709175192382,-71.04848192962615
J. P. Roti Shop,,482 Washington,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2016-06-28 16:34:15.91+00,6178254860,355096,42.29469262536352,-71.07167958614922
J. P. SEAFOOD CAFE INC.,,730 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2006-12-07 18:34:45+00,6175226092,155925,42.31080202763933,-71.11445854378093
Jugos,,502 Massachusetts,Roxbury,MA,02118,Active,FS,Eating & Drinking,2017-01-10 16:05:14.637+00,6175369700,157478,42.33927482172894,-71.07998993690917
Jugos Juice Boston @ MBTA,,145 Dartmouth,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2012-02-03 14:19:44+00,9175337788,46313,42.347277918147604,-71.07545140055491
Juicy Greens,,125 Summer,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2024-03-08 16:30:06.47+00,6178335676,131981,42.35312315905097,-71.05742297932142
Juicy Greens,,61 South,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2017-08-02 14:55:57.337+00,8572889776,128877,42.307690000075745,-71.11576000135584
JuicyGreens at the Hub- K14,,80 Causeway,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2020-02-14 20:57:53.353+00,6178335676,423633,42.36553349531547,-71.06185622592876
Jules on Devonshire,,54 Devonshire,Boston,MA,02109,Active,FS,Eating & Drinking,2022-04-15 16:53:58.73+00,6177201234,164243,42.35834130533922,-71.05710698688702
Jumbo Seafood,,5 Hudson,Boston,MA,02111,Active,FS,Eating & Drinking,2021-12-17 17:04:48.047+00,6175422823,422883,42.35097290433989,-71.0601689978224
Jump On In,,100 Holton,Brighton,MA,02135,Active,FS,Eating & Drinking,2018-01-02 19:44:09.377+00,6177895867,351912,42.36021804203562,-71.13853514949616
Just Salad,,185 Franklin,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2023-01-24 17:03:39.42+00,,60662,42.35539999922405,-71.0548200009276
Just Salad,,372 Congress,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2023-12-19 18:28:35.493+00,3142773575,352592,42.35013183567024,-71.04778440308561
Just Thai,,1512 Dorchester,Dorchester,MA,02122,Active,FS,Eating & Drinking,2020-09-10 12:49:36.927+00,6172886388,224752,42.299120000094945,-71.06032000170316
Kahaani on Broadway,,22 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2025-12-05 17:06:55.363+00,6177524206,422806,42.342819328017995,-71.05657266267934
Kaia,,370 Harrison,Roxbury,MA,02118,Active,FS,Eating & Drinking,2023-11-15 15:18:24.103+00,,439545,42.34398357827159,-71.06378452034063
Kaju Tofu House,,56 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,2011-12-16 15:41:38+00,6172088540,155972,42.35432672235194,-71.13222174330699
Kala Thai Cookery,,120 Blackstone,Boston,MA,02108,Active,FS,Eating & Drinking,2018-06-26 18:59:18.837+00,,355431,42.361782253774166,-71.0567638924323
KALIHARI GRILL,,1 Circuit,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:18+00,6179892007,154032,42.32318000032231,-71.0864500013628
Kane's Donuts,,1 International,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2014-08-08 14:34:13.513+00,8573172654,,,
Kaori Cafe,,299 Meridian,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2025-10-10 18:32:22.113+00,6179910462,94442,42.37705000071673,-71.03897000037045
Kapow Thai Cuisine,,2255 Dorchester,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2024-11-27 14:12:37.203+00,6172967505,48560,42.27339000006622,-71.06795000133165
Kartal,,520 Tremont,Roxbury,MA,02118,Active,FS,Eating & Drinking,2022-09-23 14:35:30.24+00,6172016996,351754,42.34463999963695,-71.06991000155571
Kava Neo Taverna,,315 Shawmut,Roxbury,MA,02118,Active,FS,Eating & Drinking,2016-03-02 13:35:55.307+00,6172013066,157079,42.34234070580471,-71.07052981791773
Kaze Shabu Shabu,,41 Essex,Boston,MA,02111,Active,FS,Eating & Drinking,2007-08-23 19:01:57+00,6173388783,54334,42.35235000063618,-71.06158000030446
Kchickin,,84 Peterborough,Boston,MA,02215,Active,FS,Eating & Drinking,2024-10-02 14:09:12.123+00,6175301181,168718,42.343077111885144,-71.09911010660659
KELLEY'S SQ. PUB,,84 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:09+00,6175674627,156276,42.37623181731599,-71.03562911421378
Kelly's Roast Beef @BOS,,200 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2018-07-12 15:03:28.307+00,6176346097,341353,42.362677345436204,-71.01863498065062
Kelly's Roastbeef (Pier A),,200 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2019-04-17 15:16:00.567+00,6176346097,341353,42.362677345436204,-71.01863498065062
Kentucky Fried Chicken,,465 Washington,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2011-03-25 18:33:27+00,7819820755,158171,42.29509383308211,-71.07233982228642
Kentucky Fried Chicken,,625 American Legion,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2011-03-25 18:11:14+00,7819820755,3173,42.285590000139095,-71.11089000075386
Kentucky Fried Chicken,,695 Columbia,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2011-03-25 18:27:02+00,7819820755,156502,42.319970732523856,-71.061799804693
Kenzoku Mazesoba,,506 Park,Boston,MA,02215,Active,FS,Eating & Drinking,2023-01-19 18:50:38.527+00,,351986,42.347669220747,-71.10594799512468
KFC,,30 Beacon,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2011-11-15 18:28:09+00,7819820755,12776,42.35358999977531,-71.13892000111287
KHAU GALLI,,38 Brooks,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2025-12-08 16:23:00.797+00,5105161956,157199,42.356120022233526,-71.16220157338849
Kicco Italian Coffee,,1 Nashua,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2022-05-03 15:42:42.707+00,8573179040,347406,42.36593808263721,-71.06329249059569
Kimchipapi Kitchen,,81 Harvard,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2017-11-22 15:20:31.593+00,6178889368,421104,42.35356999989448,-71.13240000076226
King Do,,1154 Dorchester,Dorchester,MA,02125,Active,FS,Eating & Drinking,2025-03-10 16:16:31.81+00,6174365464,157339,42.31122678657734,-71.05739263015285
Kings Bowl Seaport,,60 Seaport,Boston,MA,02210,Active,FS,Eating & Drinking,2017-02-14 16:25:54.697+00,8555222695,419846,42.35284399364106,-71.04709889448148
KING'S/THE 88 CLUB,,50 Dalton,Boston,MA,02115,Active,FS,Eating & Drinking,2006-12-07 18:35:45+00,6172622605,45832,42.34706500048197,-71.08564300079891
Kis O Yogurt,,44 Beacon,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2024-05-08 14:43:56.407+00,7814202737,12783,42.35363708367788,-71.13975841844794
Klin Thai West Roxbury,,1894 Centre,West Roxbury,MA,02132,Active,FT,Eating & Drinking w/ Take Out,2025-10-23 17:50:32.037+00,6174773348,155922,42.285385729194324,-71.15584171485347
Kneeland Cafe,,75 Kneeland,Boston,MA,02111,Active,FS,Eating & Drinking,2020-01-02 17:40:31.043+00,6179363953,157505,42.3501787870017,-71.06061023584307
Knoll Street Tavern,,1410 Centre,Roslindale,MA,02131,Active,FS,Eating & Drinking,2025-09-22 17:06:07.357+00,6173251222,399207,42.293940000293006,-71.13618000127202
Kohi Coffee Company,,40 Berkeley,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2021-08-27 13:50:51.477+00,6173785738,15025,42.34594000010057,-71.07090000110264
Kohi Coffee Company,,70 Guest,Brighton,MA,02135,Active,FS,Eating & Drinking,2024-07-02 14:45:40.03+00,,421472,42.357125072179606,-71.14414113528176
Koko Coffee,,226 Causeway,Boston,MA,02114,Active,FS,Eating & Drinking,2025-04-24 18:57:13.947+00,8573053456,26499,42.366639999731554,-71.05943000115549
Koko Coffee,,255 State,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2022-05-26 19:27:40.9+00,8572212308,158086,42.35938091073582,-71.05114624072525
Koko Coffee,,745 Atlantic,Boston,MA,02111,Active,FT,Eating & Drinking w/ Take Out,2026-02-04 20:05:24.58+00,8572300444,6354,42.35031000011261,-71.05710000177895
Koko Coffee,,87 L,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2022-04-08 13:55:45.493+00,8572212308,156343,42.33430149364301,-71.03550036750278
Kongdog,,200 Faneuil Hall Marketplace,Boston,MA,02109,Active,FT,Eating & Drinking w/ Take Out,2023-03-28 14:38:02.12+00,7813668653,156093,42.36019981607993,-71.05479820374326
Korean Garden Restaurant,,122 Harvard,Allston,MA,02134,Active,FS,Eating & Drinking,2008-10-24 19:42:06+00,6175628989,157303,42.35243167095337,-71.13171112318642
Korokoro Ramen and Sushi,,329 Sumner,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2024-10-16 15:06:42.357+00,6178407417,132398,42.36710706406126,-71.03607027468142
Kozy Kitchen,,728 Commonwealth,Boston,MA,02215,Active,FS,Eating & Drinking,2024-12-09 18:58:17.947+00,6465250443,41246,42.34962000054308,-71.10644000125224
Krasi,,48 Gloucester,Boston,MA,02115,Active,FS,Eating & Drinking,2019-04-29 14:36:58.793+00,6179704054,64954,42.348681000431625,-71.08410200071428
Kuizinn Lakay Plus,,1672 Blue Hill,Mattapan,MA,02126,Active,FS,Eating & Drinking,2018-05-10 14:18:01.697+00,8572058742,16348,42.26762399939839,-71.09325700203321
Kung Fu Tea,,1916B Beacon,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2014-08-18 17:22:00.33+00,6462209991,351867,42.336591000246315,-71.14887600175757
Kung Fu Tea @ Mass. Ave.,,334 Massachusetts,Boston,MA,02115,Active,FT,Eating & Drinking w/ Take Out,2013-07-23 18:31:52+00,,156790,42.342610373743526,-71.08416984132879
Kura Revolving Sushi Bar,,39 District,Dorchester,MA,02125,Active,FS,Eating & Drinking,2022-08-02 14:22:07.813+00,,423055,42.32586512589624,-71.06244368432797
Kured,,81 Charles,Boston,MA,02114,Active,FT,Eating & Drinking w/ Take Out,2025-10-08 14:49:45.28+00,8572847169,29194,42.35845330826404,-71.07046529704412
Kutzu,,100 High,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2022-01-25 15:38:25.623+00,,342934,42.354465446258,-71.05529865229609
Kwench Juice Cafe,,1587 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2022-10-24 18:00:54.32+00,7749767094,16326,42.26956000003132,-71.09404000202832
Kwench Juice Cafe,,230 Congress,Boston,MA,02110,Active,FT,Eating & Drinking w/ Take Out,2022-10-12 16:06:42.877+00,6177853489,358042,42.35449000012255,-71.05422000103133
Kwench Juice Cafe,,401 Washington,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2023-06-06 13:49:26.613+00,,143535,42.34930046891137,-71.1552742358399
Kwench Juice Cafe,,643 VFW,Chestnut Hill,MA,02467,Active,FT,Eating & Drinking w/ Take Out,2024-10-23 16:36:46.917+00,6172127949,424158,42.29646525486872,-71.15666531224726
Kyoichi,,665A Tremont,Roxbury,MA,02118,Active,FT,Eating & Drinking w/ Take Out,2022-05-27 16:50:19.61+00,8572363473,351746,42.34194999996279,-71.07587000092104
La Abundancia Bakery  Corporation,,59 Meridian,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2014-12-03 18:33:32.99+00,8575408209,351703,42.37173900034121,-71.03877200131161
La Be Fana Pizzeria,,15 Beacon,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2014-06-05 12:21:49+00,6179870086,12560,42.354249999581754,-71.13765000156977
L.A. Burdick Chocolate,,224 Clarendon,Boston,MA,02116,Active,FT,Eating & Drinking w/ Take Out,2011-07-30 17:41:18+00,6037563701,340972,42.35125097310605,-71.07566212219865
La Cabra Restaurant,,1294 Blue Hill,Mattapan,MA,02126,Active,FS,Eating & Drinking,2025-03-28 16:17:55.73+00,6173229011,16228,42.27934999991406,-71.09275000191992
LA CHIVA RESTAURANT,,259 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2018-11-27 17:11:34.82+00,6175696200,14695,42.37825000012006,-71.02954000131848
LaCocina Local,HSI MCA BOS FB  LLC,300 Terminal,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2019-06-27 16:05:24.093+00,6176346097,341352,42.3666199526667,-71.016589349149
La Cocina VROCC,,389 Maverick,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2025-10-09 18:40:15.13+00,7815585102,93071,42.365699999945136,-71.02905000185709
La Cuchara Restaurant,,381 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2024-02-28 18:12:50.833+00,6174457500,378158,42.31173000011443,-71.0811100015354
La Esquina Restaurant,,624 Blue Hill,Dorchester,MA,02121,Active,FT,Eating & Drinking w/ Take Out,2019-05-31 13:45:36.4+00,6178220200,156302,42.302878752333676,-71.08501854612992
LA FAMIGLIA RISTORANTE,,112 Salem,Boston,MA,02113,Active,FS,Eating & Drinking,2006-12-07 18:34:16+00,7812843908,121697,42.36454999973423,-71.05571000122214
La Fonda Boston,,1620 Commonwealth,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2023-03-07 15:22:29.94+00,,351767,42.343423999574085,-71.14260000180242
La Fonda Colombiana,,972 Saratoga,East Boston,MA,02128,Active,FS,Eating & Drinking,2020-03-12 13:08:26.993+00,6175610101,157343,42.38709151691337,-71.00758007938937
La Gran Manzana,,22 William C Kelly,East Boston,MA,02128,Active,FS,Eating & Drinking,2014-06-04 12:50:49+00,,151123,42.37517700012285,-71.03860000126986
La Hacienda,,150 Meridian,East Boston,MA,02128,Active,FS,Eating & Drinking,2022-03-16 19:05:18.993+00,6175613737,392478,42.3740100001616,-71.03927000177596
Lakon Brighton,,407 Washington,Brighton,MA,02135,Active,FS,Eating & Drinking,2024-01-12 16:13:56.027+00,6179091903,352135,42.34940300066356,-71.1553090007287
Lakon Paris Patissier,,43-61 Pier 4,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2024-03-20 15:14:14.44+00,,439658,42.35006670298421,-71.04499889871157
Lala's Neapolitan-ish Pizza,,401 Park,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2022-12-22 18:53:05.087+00,7038871401,156914,42.344449188410294,-71.10287028370084
La Lechonera Restaurant,,342 Cummins,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2015-11-24 17:42:13.503+00,6173230311,44868,42.27880000024699,-71.11601000156894
La Mamma Pizza And More,,190 Brighton,Allston,MA,02134,Active,FT,Eating & Drinking w/ Take Out,2007-05-31 15:59:39+00,6177831661,20106,42.35299342879339,-71.1337982620439
La Marina Restaurant,,124 Harvard,Dorchester,MA,02124,Active,FT,Eating & Drinking w/ Take Out,2025-10-24 13:59:04.14+00,8573392145,70779,42.29642999983004,-71.07965000081018
La Mesa Market,,744 Dudley,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2024-08-08 15:27:02.763+00,6177174320,49839,42.31797000000738,-71.06662000127588
Landmark Public House,,772 Adams,Dorchester,MA,02122,Active,FS,Eating & Drinking,2016-07-12 19:25:28.093+00,6173083186,383124,42.283419769524244,-71.05551860619853
Land of Fire Pizzeria,,1696 Commonwealth,Brighton,MA,02135,Active,FT,Eating & Drinking w/ Take Out,2021-08-11 18:34:30.787+00,,156189,42.341227487439454,-71.14654970326643
Land of Pizza,,445 Broadway,South Boston,MA,02127,Active,FT,Eating & Drinking w/ Take Out,2009-01-06 15:18:19+00,6172694442,21508,42.33604916906648,-71.04687600954558
La Neta,,255 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,2018-09-19 14:04:26.7+00,6179380355,101471,42.34968000066771,-71.08305000093483
Lani's Pizza,,1288 Blue Hill,Mattapan,MA,02126,Active,FT,Eating & Drinking w/ Take Out,2016-02-24 15:21:24.697+00,6175866883,16225,42.27978199984301,-71.09262000064517
Lanner Noodle Bar,,43-61 Pier 4,Boston,MA,02210,Active,FS,Eating & Drinking,2025-01-13 15:29:34.75+00,5854516393,439658,42.35006670298421,-71.04499889871157
La Padrona,,40 Trinity,Boston,MA,02116,Active,FS,Eating & Drinking,2023-10-18 15:04:36.997+00,,341077,42.34840397218441,-71.07503502538228
La Padrona - 1st Fl. Bar,,40 Trinity,Boston,MA,02116,Active,FS,Eating & Drinking,2023-10-18 15:08:43.747+00,,341077,42.34840397218441,-71.07503502538228
La Parada Dominican Kitchen,,3094 Washington,Roxbury,MA,02119,Active,FT,Eating & Drinking w/ Take Out,2020-10-13 17:47:53.473+00,6179427599,351590,42.31511219546888,-71.09863987869507
La Pheegan Chef,,196 Quincy,Dorchester,MA,02125,Active,FT,Eating & Drinking w/ Take Out,2023-03-21 16:04:08.703+00,,377254,42.31306866790966,-71.07391936327326
La Pinata,,199 Sumner,East Boston,MA,02128,Active,FS,Eating & Drinking,2017-08-25 17:28:55.46+00,8572077034,422263,42.36898000040109,-71.04036000154717
LA REINA,,80 Bennington,East Boston,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:16+00,3811799,14936,42.37608000014698,-71.03610000109322
LARRY J'S BBQ CAFE,,600 D,South Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2012-06-27 17:06:22+00,,,,
La Saison Bakery,,219 Main,Charlestown,MA,02129,Active,FT,Eating & Drinking w/ Take Out,2024-10-25 13:13:17.337+00,3107093997,88457,42.37654000042955,-71.06542100109569
LAS PALMAS RESTAURANT,,4337A Washington,Roslindale,MA,02131,Active,FS,Eating & Drinking,2016-12-21 13:28:54.1+00,6173233339,351860,42.28332000027448,-71.13172000127693
LA SULTANA BAKERY,,40 MAVERICK,EAST BOSTON,MA,02128,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:37+00,6175689999,,42.370099458172525,-71.03920821155282
LA SUMMA,,26 Fleet,Boston,MA,02113,Active,FS,Eating & Drinking,2007-03-25 19:26:21+00,6175292565,58635,42.36458999968669,-71.0525400008487
Las Vegas Seafood Restaurant,,1200 River,Hyde Park,MA,02136,Active,FS,Eating & Drinking,2006-12-07 18:34:57+00,6173642772,413554,42.25584000006592,-71.12176000136904
La Taqueria,,1132 Blue Hill,Dorchester,MA,02124,Active,FS,Eating & Drinking,2023-10-23 16:38:40.107+00,6174360000,155807,42.285528859300264,-71.09070896069028
La Taqueria Taco Bar & Grill,,632 Hyde Park,Roslindale,MA,02131,Active,FT,Eating & Drinking w/ Take Out,2016-11-07 18:02:29.347+00,6179428117,437499,42.27878868341524,-71.11896126597358
LA TERRAZA RESTAURANT,,19 Bennington,East Boston,MA,02128,Active,FS,Eating & Drinking,2006-12-07 18:36:29+00,6175615200,14651,42.375102999970906,-71.03799300091615
LATINO RESTAURANT,,302 Centre,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2006-12-07 18:34:38+00,6172654464,27963,42.32273000006873,-71.10325000159338
Laugh Boston,,425 Summer,Boston,MA,02210,Active,FS,Eating & Drinking,2013-02-07 15:32:25+00,6172631300,344059,42.346219438145646,-71.04309939100366
Laughing Monk Cafe,,164 Brighton,Allston,MA,02134,Active,FS,Eating & Drinking,2022-11-04 17:35:33.717+00,6172328000,20078,42.35291999950836,-71.13306000178
Laughing Monk Cafe,,737 Huntington,Boston,MA,02115,Active,FS,Eating & Drinking,2017-02-08 16:31:53.987+00,6172328000,156156,42.33406917795849,-71.10552921442057
Lavietes Pavillion,,65 Harvard,Allston,MA,02163,Active,FT,Eating & Drinking w/ Take Out,2017-02-01 13:39:27.83+00,6174920030,168215,42.36750373294184,-71.12593098142989
La Voile,,257 Newbury,Boston,MA,02116,Active,FS,Eating & Drinking,2024-11-08 19:45:22.563+00,6175874200,101472,42.34966000019893,-71.08314000066959
Layla's American Tavern,,332 Broadway,South Boston,MA,02127,Active,FS,Eating & Drinking,2023-07-20 12:24:57.763+00,6177524756,21437,42.338415000442744,-71.0498760012101
Lazuri Chicken N Pizza,,487 Cambridge,Allston,MA,02134,Active,FS,Eating & Drinking,2021-01-11 17:11:11+00,6172088575,156398,42.35382140746972,-71.13727837229204
Lazy Bear Creamery,,383 Neponset,Dorchester,MA,02122,Active,FT,Eating & Drinking w/ Take Out,2022-08-18 14:15:18.68+00,6179138000,379465,42.286560000348224,-71.04478000080907
LC1/Pizza/LB2,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:15:39+00,7742054363,156417,42.346768333561606,-71.09864788266272
LC2/LY1,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:16:38+00,7742054363,156417,42.346768333561606,-71.09864788266272
LC4,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2008-11-16 16:18:32+00,7742054363,156417,42.346768333561606,-71.09864788266272
Leader Bank Pavilion,,290 Northern,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2021-06-10 15:04:39.323+00,6177281799,341023,42.34818065230851,-71.03661799221628
Left Field Inseat,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2010-07-20 14:13:58+00,6175366683,156417,42.346768333561606,-71.09864788266272
Left Field Pantry,,4 Jersey,Boston,MA,02215,Active,FT,Eating & Drinking w/ Take Out,2011-04-08 18:36:07+00,6175366683,156417,42.346768333561606,-71.09864788266272
Legacy Boston/Candibar,,275 Tremont,Boston,MA,02116,Active,FS,Eating & Drinking,2006-12-07 18:34:03+00,6175424677,158150,42.350043897645286,-71.06546316328973
Legal Crossing,,558 Washington,Boston,MA,02111,Active,FS,Eating & Drinking,2021-01-12 17:04:53.767+00,6175682800,351927,42.35337846645107,-71.06197942970951
Legal Harborside,,260 Northern,Boston,MA,02210,Active,FS,Eating & Drinking,2021-01-20 23:02:54.99+00,6175682800,342825,42.348636519692654,-71.0377903426822
LEGAL SEA FOOD E3-A34,,500 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2023-10-18 14:37:13.14+00,,341351,42.36990420124479,-71.01943927546833
Legal Sea Foods,,100 Huntington,Boston,MA,02116,Active,FS,Eating & Drinking,2021-01-12 16:51:15.283+00,6175682800,254511,42.34717362212503,-71.07802363047905
Legal Sea Foods,,100 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-01-12 16:32:19.583+00,6175682800,341357,42.364539860564015,-71.02181743285618
Legal Sea Foods,,255 State,Boston,MA,02110,Active,FS,Eating & Drinking,2021-01-15 20:17:14.623+00,6175682800,158086,42.35938091073582,-71.05114624072525
Legal Sea Foods,,300 Boylston,Boston,MA,02116,Active,FS,Eating & Drinking,2022-10-07 14:59:42.87+00,,18287,42.35182600060489,-71.0699000009303
LEGAL SEAFOODS,,200 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-01-12 16:29:27.17+00,6175682800,341353,42.362677345436204,-71.01863498065062
LEGAL SEAFOODS,,300 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-01-12 16:24:58.453+00,6175682800,,,
LEGAL SEAFOODS,,500 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-01-12 16:44:04.28+00,6175682800,341351,42.36990420124479,-71.01943927546833
Legal Sea Foods (B Connector),,200 Terminal,East Boston,MA,02128,Active,FS,Eating & Drinking,2021-01-12 17:08:43.28+00,6175682800,341353,42.362677345436204,-71.01863498065062
Legends Bar & Grill,,525 William F McClellan,East Boston,MA,02128,Active,FS,Eating & Drinking,2019-08-14 16:45:39.85+00,6175673200,344992,42.39517354743799,-71.00009205390882
Lemuel Shattuck Hospital Cafe,,170 Morton,Jamaica Plain,MA,02130,Active,FS,Eating & Drinking,2025-04-15 12:40:52.52+00,6179713263,341854,42.299595427570836,-71.10193862818295
Lenox Hotel - Employee Cafeteria,,61 Exeter,Boston,MA,02199,Active,FS,Eating & Drinking,2024-10-01 13:33:15.833+00,6175365300,165133,42.349129917343994,-71.07961839442282
Lenox Sophia,,87 A,South Boston,MA,02127,Active,FS,Eating & Drinking,2019-05-13 19:44:00.223+00,,61,42.3424469994843,-71.05456700077063
Levi's Restaurant & Lounge,,323 Washington,Dorchester,MA,02121,Active,FS,Eating & Drinking,2009-04-23 13:49:02+00,6172651009,146031,42.29982999996419,-71.07452000145167
Levy Premium Food Court 1,,415 Summer,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2010-05-26 18:12:06+00,6179542222,132014,42.34678976695919,-71.04493757567293
Levy Premium Food Court 2,,415 Summer,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2010-05-26 18:16:02+00,6179542222,132014,42.34678976695919,-71.04493757567293
Levy Premium Food Court 3,,415 Summer,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2010-05-26 18:18:30+00,6179542222,132014,42.34678976695919,-71.04493757567293
Levy Premium Food Court 4,,415 Summer,Boston,MA,02210,Active,FT,Eating & Drinking w/ Take Out,2010-05-26 18:19:27+00,6179542222,132014,42.34678976695919,-71.04493757567293
